Location,Crash Type,Month,Municipality,Year,CrashCount,Latitude,Longitude
W 17TH ST # 000600 TO 000699,Property Damage Only,July     ,NORTH VANCOUVER,2021,1,49.324288,-123.089682
LONSDALE AVE # 001700 TO 001799,Property Damage Only,July     ,NORTH VANCOUVER,2021,1,49.324661,-123.072254
ST GEORGES AVE # 001800 TO 001848,Property Damage Only,July     ,NORTH VANCOUVER,2021,1,49.325412,-123.069113
W 23RD ST # 000426 TO 000499,Property Damage Only,July     ,NORTH VANCOUVER,2021,1,49.330377,-123.08346
W 26TH ST # 000300 TO 000399,Property Damage Only,July     ,NORTH VANCOUVER,2021,1,49.33325,-123.079883
HOSKINS RD # 004671 TO 004735,Property Damage Only,July     ,NORTH VANCOUVER,2021,1,49.353242,-123.02952
ROCHE POINT DR # 000232 TO 000269,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.304741,-122.960382
ORWELL ST # 000260 TO 000299,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.306643,-123.029657
E 1ST ST # 000200 TO 000299,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.309894,-123.074078
E 1ST ST # 000120 TO 000199,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.311062,-123.076782
HEYWOOD ST # 001100 TO 001299,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.311965,-123.043788
BURR PL # 002430 TO 002499,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.312612,-123.004379
W 3RD ST # 000100 TO 000121,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.313577,-123.077377
SEYMOUR BLVD # 000850 TO 000999,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.315167,-123.013282
E 10TH ST # 000160 TO 000199,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.316827,-123.069753
STRATHCONA RD # 004451 TO 004686,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.318364,-122.944709
LONSDALE AVE # 001100 TO 001199,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.318417,-123.072424
ST GEORGES AVE # 001400 TO 001423,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.321133,-123.069222
ST GEORGES AVE # 001434 TO 001449,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.321449,-123.069214
E 16TH ST # 000300 TO 000319,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.323019,-123.065721
MARINE DR # 001042 TO 001099,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.323826,-123.103949
E 20TH ST # 000128 TO 000143,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.327237,-123.071082
W 25TH ST # 000300 TO 000398,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.332368,-123.079893
LONSDALE AVE # 003000 TO 003099,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.336988,-123.071981
W KINGS RD # 000200 TO 000399,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.337449,-123.077346
DORAN RD # 000990 TO 001099,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.344512,-123.044714
PRIME ST # 004560 TO 004609,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.351924,-123.026343
TIMBERLINE PL # 004500 TO 004599,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.353255,-123.101004
NEWDALE CRT # 000356 TO 000459,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.353595,-123.079087
ALPINE CRT # 000500 TO 000599,Property Damage Only,June     ,NORTH VANCOUVER,2021,1,49.355493,-123.084231
MARINE DR # 000900 TO 000970,Property Damage Only,June     ,NORTH VANCOUVER,2021,2,49.322754,-123.099005
MOUNTAIN HWY # 000180 TO 000199,Property Damage Only,March    ,NORTH VANCOUVER,2021,1,49.304884,-123.032072
MAIN ST # 001400 TO 001499,Property Damage Only,March    ,NORTH VANCOUVER,2021,1,49.305495,-123.033135
CHADWICK CRT # 000130 TO 000199,Property Damage Only,March    ,NORTH VANCOUVER,2021,1,49.310813,-123.083687
W ESPLANADE # 000124 TO 000149,Property Damage Only,March    ,NORTH VANCOUVER,2021,1,49.311509,-123.08047
W 1ST ST # 000116 TO 000139,Property Damage Only,March    ,NORTH VANCOUVER,2021,1,49.312335,-123.079796
GARIBALDI DR # 003550 TO 003635,Property Damage Only,March    ,NORTH VANCOUVER,2021,1,49.313866,-122.973001
STRATHAVEN DR # 001000 TO 001099,Property Damage Only,March    ,NORTH VANCOUVER,2021,1,49.316173,-122.985729
PARKGATE AVE # 001100 TO 001281,Property Damage Only,March    ,NORTH VANCOUVER,2021,1,49.316511,-122.974472
FELL AVE # 000100 TO 000299,Property Damage Only,March    ,NORTH VANCOUVER,2021,1,49.319087,-123.094702
MOUNTAIN HWY # 001076 TO 001399,Property Damage Only,March    ,NORTH VANCOUVER,2021,1,49.319181,-123.036553
W 3RD ST # 001100 TO 001199,Property Damage Only,March    ,NORTH VANCOUVER,2021,1,49.32025,-123.106429
LARKHALL CRES # 001600 TO 001999,Property Damage Only,March    ,NORTH VANCOUVER,2021,1,49.322756,-122.993508
W 16TH ST # 000100 TO 000118,Property Damage Only,March    ,NORTH VANCOUVER,2021,1,49.323101,-123.07272
W 26TH ST # 000400 TO 000499,Property Damage Only,March    ,NORTH VANCOUVER,2021,1,49.33328,-123.082981
E BRAEMAR RD # 004100 TO 004199,Property Damage Only,March    ,NORTH VANCOUVER,2021,1,49.347797,-123.050761
EASTLEIGH LANE # 001900 TO 002099,Property Damage Only,March    ,NORTH VANCOUVER,2021,2,49.324663,-122.949972
MAIN ST # 001500 TO 001519,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.305087,-123.031804
E 3RD ST # 000300 TO 000399,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.310141,-123.069464
E 2ND ST # 000120 TO 000199,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.311856,-123.075974
E 8TH ST # 000400 TO 000499,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.314677,-123.061658
ROCHE POINT DR # 000924 TO 000956,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.315024,-122.969306
AUTOMALL DR # 000849 TO 000851,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.315931,-123.096809
BRIARLYNN CRES # 001410 TO 001459,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.325897,-123.034961
FULLERTON AVE # 002008 TO 002019,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.330695,-123.121934
FROMME RD # 002500 TO 002699,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.3331,-123.043942
WENDEL PL # 001100 TO 001179,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.33993,-123.042931
LONSDALE AVE # 003700 TO 003799,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.343737,-123.071875
CHAMBERLAIN DR # 000950 TO 001099,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.345428,-123.045201
GRANADA CRES # 000500 TO 000599,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.346544,-123.083284
VALENCIA AVE # 004324 TO 004389,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.350146,-123.083673
EDGEWOOD RD # 001020 TO 001049,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.350832,-123.100992
DOLLARTON HWY # 002001 TO 002199,Property Damage Only,May      ,NORTH VANCOUVER,2021,2,49.305165,-123.016456
MOUNTAIN HWY # 000000 TO 000049,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.299505,-123.032211
DOLLARTON HWY # 002001 TO 002199,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.305165,-123.016456
E ESPLANADE # 000100 TO 000199,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.310392,-123.077921
SHAVINGTON ST # 001201 TO 001290,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.314594,-123.040738
PEMBERTON AVE # 000050 TO 000129,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.316669,-123.107935
RUSSELL AVE # 001200 TO 001249,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.318045,-122.957046
LONSDALE AVE # 001100 TO 001199,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.318417,-123.072424
E 12TH ST # 000100 TO 000129,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.318949,-123.071935
FELL AVE # 000100 TO 000299,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.319087,-123.094702
E 13TH ST # 000317 TO 000399,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.319883,-123.06423
MARINE DR # 000800 TO 000858,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.321637,-123.095875
E 15TH ST # 000114 TO 000119,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.322062,-123.071566
PANORAMA DR # 002396 TO 002999,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.331856,-122.945206
TRANS-CANADA HWY # 001600 TO 001618,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.331978,-123.093684
MOUNTAIN HWY # 002552 TO 002699,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.332636,-123.03792
LYNN VALLEY RD # 001101 TO 001199,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.334639,-123.042666
E 29TH ST # 001300 TO 001349,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.335252,-123.03701
W QUEENS RD # 000700 TO 000799,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.336572,-123.089565
HIGHLAND BLVD # 003000 TO 003099,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.337244,-123.102328
BLUEBONNET RD # 003470 TO 003749,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.34156,-123.109742
TALL TREE LANE # 001150 TO 001209,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.348998,-123.106334
HIGHLAND BLVD # 004600 TO 004799,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.355465,-123.094496
MT SEYMOUR PKY & MT SEYMOUR RD & ROCHE POINT DR,Casualty,October  ,NORTH VANCOUVER,2019,1,49.315935,-122.968956
FORBES AVE & W 2ND ST,Casualty,October  ,NORTH VANCOUVER,2019,1,49.316154,-123.085872
FORBES AVE & W 3RD ST,Casualty,October  ,NORTH VANCOUVER,2019,1,49.317265,-123.085826
E 11TH ST & LONSDALE AVE & W 8TH ST,Casualty,October  ,NORTH VANCOUVER,2019,1,49.317895,-123.072561
E 12TH ST & ST GEORGES AVE,Casualty,October  ,NORTH VANCOUVER,2019,1,49.318929,-123.069278
E 15TH ST & LONSDALE AVE & W 15TH ST,Casualty,October  ,NORTH VANCOUVER,2019,1,49.322069,-123.072318
FELL LANE & HANES AVE & MARINE DR,Casualty,October  ,NORTH VANCOUVER,2019,1,49.322336,-123.097965
FELL AVE & W 16TH ST,Casualty,October  ,NORTH VANCOUVER,2019,1,49.323237,-123.094577
MACKAY AVE & MARINE DR,Casualty,October  ,NORTH VANCOUVER,2019,1,49.32359,-123.10122
MARINE DR & PEMBERTON AVE,Casualty,October  ,NORTH VANCOUVER,2019,1,49.323845,-123.107769
E 20TH ST & KIRKSTONE RD & MOUNTAIN HWY,Casualty,October  ,NORTH VANCOUVER,2019,1,49.327144,-123.038238
AURORA RD & NEWMARKET DR & W QUEENS RD,Casualty,October  ,NORTH VANCOUVER,2019,1,49.33665,-123.102298
LYNN VALLEY RD & MOUNTAIN HWY & TURNING LANE,Casualty,October  ,NORTH VANCOUVER,2019,1,49.337044,-123.038214
E BRAEMAR RD & LONSDALE AVE & W BRAEMAR RD,Casualty,October  ,NORTH VANCOUVER,2019,1,49.343282,-123.071879
MONTROYAL BLVD & RANGER AVE,Casualty,October  ,NORTH VANCOUVER,2019,1,49.356271,-123.090583
LYNN AVE & MAIN ST,Casualty,October  ,NORTH VANCOUVER,2019,2,49.306469,-123.036923
E KEITH RD & LILLOOET RD & LILLOOET RD OFFRAMP & MT SEYMOUR PKY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & TURNING LANE,Casualty,October  ,NORTH VANCOUVER,2019,2,49.311437,-123.028213
E 13TH ST & LONSDALE AVE & W 13TH ST,Casualty,October  ,NORTH VANCOUVER,2019,2,49.319966,-123.072373
E 15TH ST & GRAND BLVD E,Casualty,October  ,NORTH VANCOUVER,2019,2,49.321874,-123.05633
E 15TH ST & ST GEORGES AVE,Casualty,October  ,NORTH VANCOUVER,2019,2,49.32204,-123.069198
FIR ST & LARSON RD & WESTVIEW DR,Casualty,October  ,NORTH VANCOUVER,2019,2,49.325164,-123.089494
E 19TH ST & LONSDALE AVE & W 19TH ST,Casualty,October  ,NORTH VANCOUVER,2019,2,49.326226,-123.072214
E 23RD ST & LONSDALE AVE & W 23RD ST,Casualty,October  ,NORTH VANCOUVER,2019,2,49.330237,-123.072132
E 29TH ST & LONSDALE AVE & W 29TH ST,Casualty,October  ,NORTH VANCOUVER,2019,2,49.335657,-123.07201
MT SEYMOUR PKY & RIVERSIDE DR & TURNING LANE,Casualty,October  ,NORTH VANCOUVER,2019,3,49.311036,-123.014719
BROOKSBANK AVE & E KEITH RD & HEYWOOD ST & MOUNTAIN HWY,Casualty,October  ,NORTH VANCOUVER,2019,3,49.313299,-123.040514
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Casualty,October  ,NORTH VANCOUVER,2019,3,49.331967,-123.072107
CAPILANO RD & MARINE DR & MATHIAS RD & TURNING LANE,Casualty,October  ,NORTH VANCOUVER,2019,5,49.324292,-123.122442
BOULEVARD CRES & E 21ST ST & GRAND BLVD OFFRAMP & GRAND BLVD ONRAMP & LYNN VALLEY RD & LYNN VALLEY RD ONRAMP & TRANS-CANADA HWY & WILLIAM AVE OFFRAMP & TURNING LANE,Casualty,October  ,NORTH VANCOUVER,2019,5,49.328871,-123.053569
BOWSER AVE & CAPILANO RD & CAPILANO RD OFFRAMP & CAPILANO RD ONRAMP & KEITH RD & TRANS-CANADA HWY & TURNING LANE,Casualty,October  ,NORTH VANCOUVER,2019,9,49.332551,-123.117171
BARROW ST & MOUNTAIN HWY,Casualty,September,NORTH VANCOUVER,2019,1,49.304602,-123.032081
DOLLARTON HWY & RIVERSIDE DR,Casualty,September,NORTH VANCOUVER,2019,1,49.305555,-123.014087
LYNN AVE & MANSFIELD PL,Casualty,September,NORTH VANCOUVER,2019,1,49.307314,-123.036885
E ESPLANADE & ESPLANADE AVE & LOW LEVEL RD & ST ANDREWS AVE & TURNING LANE,Casualty,September,NORTH VANCOUVER,2019,1,49.308476,-123.073354
BROOKSBANK AVE & E 5TH ST,Casualty,September,NORTH VANCOUVER,2019,1,49.310309,-123.040428
CHESTERFIELD AVE & CHESTERFIELD PL & W ESPLANADE,Casualty,September,NORTH VANCOUVER,2019,1,49.312423,-123.082584
E 2ND ST & LONSDALE AVE & W 2ND ST,Casualty,September,NORTH VANCOUVER,2019,1,49.312668,-123.077854
ADDERLEY ST & E KEITH RD,Casualty,September,NORTH VANCOUVER,2019,1,49.3134,-123.04894
E 3RD ST & LONSDALE AVE & W 3RD ST,Casualty,September,NORTH VANCOUVER,2019,1,49.31343,-123.077042
E 6TH ST & LONSDALE AVE & W 6TH ST,Casualty,September,NORTH VANCOUVER,2019,1,49.315957,-123.074473
PEMBERTON AVE & W 1ST ST,Casualty,September,NORTH VANCOUVER,2019,1,49.316992,-123.107926
E 11TH ST & ST GEORGES AVE,Casualty,September,NORTH VANCOUVER,2019,1,49.317861,-123.069305
HANES AVE & W 1ST ST,Casualty,September,NORTH VANCOUVER,2019,1,49.318088,-123.098913
MACKAY RD & W 1ST ST,Casualty,September,NORTH VANCOUVER,2019,1,49.318129,-123.102393
4TH ST & W 2ND ST & W 3RD ST,Casualty,September,NORTH VANCOUVER,2019,1,49.319047,-123.089786
BEWICKE AVE & W 2ND ST,Casualty,September,NORTH VANCOUVER,2019,1,49.319051,-123.091577
E 15TH ST & LONSDALE AVE & W 15TH ST,Casualty,September,NORTH VANCOUVER,2019,1,49.322069,-123.072318
CHESTERFIELD AVE & W 15TH ST,Casualty,September,NORTH VANCOUVER,2019,1,49.322105,-123.075502
MARINE DR & TATLOW AVE,Casualty,September,NORTH VANCOUVER,2019,1,49.323938,-123.117544
CAPILANO RD & MARINE DR & MATHIAS RD & TURNING LANE,Casualty,September,NORTH VANCOUVER,2019,1,49.324292,-123.122442
E 20TH ST & KIRKSTONE RD & MOUNTAIN HWY,Casualty,September,NORTH VANCOUVER,2019,1,49.327144,-123.038238
E 20TH ST & ST GEORGES AVE,Casualty,September,NORTH VANCOUVER,2019,1,49.327209,-123.069067
LONSDALE AVE & W 22ND ST,Casualty,September,NORTH VANCOUVER,2019,1,49.329471,-123.072146
W 23RD ST & W 24TH CLOSE & WESTVIEW DR,Casualty,September,NORTH VANCOUVER,2019,1,49.330404,-123.088327
DEL RIO DR & W QUEENS RD & ACCESS ROAD & PARKING ACCESS & SERVICE ROAD,Casualty,September,NORTH VANCOUVER,2019,1,49.335852,-123.093293
CHESTERFIELD AVE & W QUEENS RD,Casualty,September,NORTH VANCOUVER,2019,1,49.336525,-123.075106
COLWOOD DR & W QUEENS RD,Casualty,September,NORTH VANCOUVER,2019,1,49.336642,-123.097662
LYNN VALLEY RD & PETERS RD,Casualty,September,NORTH VANCOUVER,2019,1,49.341733,-123.029444
HUNTER ST & MOUNTAIN HWY,Casualty,September,NORTH VANCOUVER,2019,2,49.310665,-123.032614
MOUNTAIN HWY & MOUNTAIN HWY OFFRAMP & MOUNTAIN HWY ONRAMP & TRANS-CANADA HWY & TURNING LANE,Casualty,September,NORTH VANCOUVER,2019,2,49.31564,-123.037579
FELL AVE & W 1ST ST,Casualty,September,NORTH VANCOUVER,2019,2,49.318039,-123.094731
E 29TH ST & WILLIAM AVE,Casualty,September,NORTH VANCOUVER,2019,2,49.335544,-123.050449
MOSQUITO CREEK BRIDGE & TRANS-CANADA HWY & WESTVIEW DR & WESTVIEW DR OFFRAMP & WESTVIEW DR ONRAMP & TURNING LANE,Casualty,September,NORTH VANCOUVER,2019,3,49.33199,-123.088135
LYNN VALLEY RD & MOUNTAIN HWY & TURNING LANE,Casualty,September,NORTH VANCOUVER,2019,3,49.337044,-123.038214
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Casualty,September,NORTH VANCOUVER,2019,9,49.331967,-123.072107
DOLLARTON HWY & DOLLARTON HWY OFFRAMP & DOLLARTON HWY ONRAMP & IRONWORKERS MEMORIAL BRIDGE & MAIN ST & MAIN ST OFFRAMP & MAIN ST ONRAMP & OXFORD ST & PHIBBS EXCHANGE & TRANS-CANADA HWY & EMERGENCY LANE & HIGHWAY RAMP & TURNING LANE,Casualty,September,NORTH VANCOUVER,2019,18,49.304852,-123.027413
E KEITH RD & LILLOOET RD & LILLOOET RD OFFRAMP & MT SEYMOUR PKY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & TURNING LANE,Casualty,March    ,NORTH VANCOUVER,2023,1,49.311437,-123.028213
LILLOOET RD & MT SEYMOUR PKY & TURNING LANE,Casualty,March    ,NORTH VANCOUVER,2023,1,49.31237,-123.025305
E 4TH ST & ST GEORGES AVE,Casualty,March    ,NORTH VANCOUVER,2023,1,49.312891,-123.073184
BROOKSBANK AVE & E KEITH RD & HEYWOOD ST & MOUNTAIN HWY,Casualty,March    ,NORTH VANCOUVER,2023,1,49.313299,-123.040514
E 3RD ST & LONSDALE AVE & W 3RD ST,Casualty,March    ,NORTH VANCOUVER,2023,1,49.31343,-123.077042
E KEITH RD & ST ANDREWS AVE,Casualty,March    ,NORTH VANCOUVER,2023,1,49.314234,-123.0674
E 11TH ST & ST GEORGES AVE,Casualty,March    ,NORTH VANCOUVER,2023,1,49.317861,-123.069305
LLOYD AVE & ROOSEVELT CRES & W 15TH ST,Casualty,March    ,NORTH VANCOUVER,2023,1,49.322016,-123.104963
E 15TH ST & ST GEORGES AVE,Casualty,March    ,NORTH VANCOUVER,2023,1,49.32204,-123.069198
MACKAY AVE & MARINE DR,Casualty,March    ,NORTH VANCOUVER,2023,1,49.32359,-123.10122
E 17TH ST & ST GEORGES AVE,Casualty,March    ,NORTH VANCOUVER,2023,1,49.324114,-123.069146
CHESTERFIELD AVE & W 18TH ST,Casualty,March    ,NORTH VANCOUVER,2023,1,49.325212,-123.075395
LARSON RD & W 21ST ST,Casualty,March    ,NORTH VANCOUVER,2023,1,49.328408,-123.085342
E 23RD ST & LONSDALE AVE & W 23RD ST,Casualty,March    ,NORTH VANCOUVER,2023,1,49.330237,-123.072132
LARSON RD & W 23RD ST,Casualty,March    ,NORTH VANCOUVER,2023,1,49.330389,-123.084585
CAPILANO RD & WOODS DR & UNNAMED LANE,Casualty,March    ,NORTH VANCOUVER,2023,1,49.334658,-123.115763
E 29TH ST & TEMPE CRES,Casualty,March    ,NORTH VANCOUVER,2023,1,49.335643,-123.06533
LONSDALE AVE & W QUEENS RD,Casualty,March    ,NORTH VANCOUVER,2023,1,49.336525,-123.071991
DELBROOK AVE & W QUEENS RD & WESTVIEW DR,Casualty,March    ,NORTH VANCOUVER,2023,1,49.336565,-123.088076
COLWOOD DR & W QUEENS RD,Casualty,March    ,NORTH VANCOUVER,2023,1,49.336642,-123.097662
MOSQUITO CREEK BRIDGE & TRANS-CANADA HWY & WESTVIEW DR & WESTVIEW DR OFFRAMP & WESTVIEW DR ONRAMP & TURNING LANE,Casualty,March    ,NORTH VANCOUVER,2023,2,49.33199,-123.088135
BOWSER AVE & CAPILANO RD & CAPILANO RD OFFRAMP & CAPILANO RD ONRAMP & KEITH RD & TRANS-CANADA HWY & TURNING LANE,Casualty,March    ,NORTH VANCOUVER,2023,2,49.332551,-123.117171
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Casualty,March    ,NORTH VANCOUVER,2023,3,49.331967,-123.072107
MOUNTAIN HWY & MOUNTAIN HWY OFFRAMP & MOUNTAIN HWY ONRAMP & TRANS-CANADA HWY & TURNING LANE,Casualty,March    ,NORTH VANCOUVER,2023,4,49.31564,-123.037579
3RD ST E & COTTON RD & LOW LEVEL RD,Casualty,May      ,NORTH VANCOUVER,2023,1,49.308254,-123.045493
E ESPLANADE & ESPLANADE AVE & LOW LEVEL RD & ST ANDREWS AVE & TURNING LANE,Casualty,May      ,NORTH VANCOUVER,2023,1,49.308476,-123.073354
E 2ND ST & ST ANDREWS AVE,Casualty,May      ,NORTH VANCOUVER,2023,1,49.310025,-123.07175
BERKLEY RD & MT SEYMOUR PKY & TURNING LANE,Casualty,May      ,NORTH VANCOUVER,2023,1,49.313697,-123.004763
ARBORLYNN DR & MOUNTAIN HWY,Casualty,May      ,NORTH VANCOUVER,2023,1,49.317043,-123.036063
APPIN RD & ARBORLYNN DR,Casualty,May      ,NORTH VANCOUVER,2023,1,49.318989,-123.034723
BEWICKE AVE & W 2ND ST,Casualty,May      ,NORTH VANCOUVER,2023,1,49.319051,-123.091577
E 13TH ST & ST GEORGES AVE,Casualty,May      ,NORTH VANCOUVER,2023,1,49.319934,-123.069253
E 13TH ST & LONSDALE AVE & W 13TH ST,Casualty,May      ,NORTH VANCOUVER,2023,1,49.319966,-123.072373
FORBES AVE & W KEITH RD,Casualty,May      ,NORTH VANCOUVER,2023,1,49.320021,-123.084841
W 13TH ST & W KEITH RD,Casualty,May      ,NORTH VANCOUVER,2023,1,49.320055,-123.079538
E 15TH ST & ST GEORGES AVE,Casualty,May      ,NORTH VANCOUVER,2023,1,49.32204,-123.069198
PEMBERTON AVE & W 16TH ST,Casualty,May      ,NORTH VANCOUVER,2023,1,49.32294,-123.107795
FELL AVE & W 16TH ST,Casualty,May      ,NORTH VANCOUVER,2023,1,49.323237,-123.094577
E 17TH ST & ST GEORGES AVE,Casualty,May      ,NORTH VANCOUVER,2023,1,49.324114,-123.069146
LYNN VALLEY RD & WILLIAM AVE,Casualty,May      ,NORTH VANCOUVER,2023,1,49.330485,-123.050554
E 29TH ST & ROYAL AVE & TEMPE GLEN DR,Casualty,May      ,NORTH VANCOUVER,2023,1,49.335573,-123.054682
LYNN VALLEY RD & MOUNTAIN HWY & TURNING LANE,Casualty,May      ,NORTH VANCOUVER,2023,1,49.337044,-123.038214
CAPILANO RD & MARINE DR & MATHIAS RD & TURNING LANE,Casualty,May      ,NORTH VANCOUVER,2023,2,49.324292,-123.122442
MOUNTAIN HWY & MOUNTAIN HWY OFFRAMP & MOUNTAIN HWY ONRAMP & TRANS-CANADA HWY & TURNING LANE,Casualty,May      ,NORTH VANCOUVER,2023,6,49.31564,-123.037579
HARBOUR AVE & MAIN ST,Casualty,November ,NORTH VANCOUVER,2023,1,49.305823,-123.034207
E 3RD ST & QUEENSBURY AVE,Casualty,November ,NORTH VANCOUVER,2023,1,49.308483,-123.057232
CROWN ST & HARBOUR AVE,Casualty,November ,NORTH VANCOUVER,2023,1,49.308859,-123.03408
E KEITH RD & LILLOOET RD & LILLOOET RD OFFRAMP & MT SEYMOUR PKY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & TURNING LANE,Casualty,November ,NORTH VANCOUVER,2023,1,49.311437,-123.028213
BERKLEY RD & MT SEYMOUR PKY & TURNING LANE,Casualty,November ,NORTH VANCOUVER,2023,1,49.313697,-123.004763
FELL AVE & W 1ST ST,Casualty,November ,NORTH VANCOUVER,2023,1,49.318039,-123.094731
DONAGHY AVE & W 1ST ST,Casualty,November ,NORTH VANCOUVER,2023,1,49.318065,-123.096934
FELL AVE & MARINE DR & TURNING LANE,Casualty,November ,NORTH VANCOUVER,2023,1,49.321159,-123.094648
LONSDALE AVE & W 16TH ST,Casualty,November ,NORTH VANCOUVER,2023,1,49.323097,-123.072295
MARINE DR & PEMBERTON AVE,Casualty,November ,NORTH VANCOUVER,2023,1,49.323845,-123.107769
BRIDGMAN AVE & MARINE DR,Casualty,November ,NORTH VANCOUVER,2023,1,49.323878,-123.110573
MARINE DR & PHILIP AVE,Casualty,November ,NORTH VANCOUVER,2023,1,49.323893,-123.113368
E 17TH ST & ST GEORGES AVE,Casualty,November ,NORTH VANCOUVER,2023,1,49.324114,-123.069146
CAPILANO RD & CURLING RD,Casualty,November ,NORTH VANCOUVER,2023,1,49.325219,-123.121453
CAPILANO RD & W 21ST ST,Casualty,November ,NORTH VANCOUVER,2023,1,49.328954,-123.118047
W 22ND ST & WESTVIEW DR,Casualty,November ,NORTH VANCOUVER,2023,1,49.329435,-123.088279
E 23RD ST & LONSDALE AVE & W 23RD ST,Casualty,November ,NORTH VANCOUVER,2023,1,49.330237,-123.072132
E 29TH ST & WILLIAM AVE,Casualty,November ,NORTH VANCOUVER,2023,1,49.335544,-123.050449
DUDLEY RD & KENNEDY AVE,Casualty,November ,NORTH VANCOUVER,2023,1,49.341154,-123.099041
GLENWOOD AVE & HANDSWORTH RD,Casualty,November ,NORTH VANCOUVER,2023,1,49.352629,-123.104391
BOULEVARD CRES & E 21ST ST & GRAND BLVD OFFRAMP & GRAND BLVD ONRAMP & LYNN VALLEY RD & LYNN VALLEY RD ONRAMP & TRANS-CANADA HWY & WILLIAM AVE OFFRAMP & TURNING LANE,Casualty,November ,NORTH VANCOUVER,2023,3,49.328871,-123.053569
